Name,Condition,Price,Location,Car_code,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Kia K3 Premium 1.6 AT - 2022, Xe cũ,595 Triệu,TP HCM,Mã: 5590963,2022.0,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Kia Carens EXMT - 2011, Xe cũ,205 Triệu,Hà Nội,Mã: 5426986,2011.0,Xe đã dùng,"110,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đen,7 chỗ,5 cửa
Kia Morning Si AT - 2017, Xe cũ,286 Triệu,TP HCM,Mã: 5616458,2017.0,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Kia Morning Van 1.0 AT - 2010, Xe cũ,125 Triệu,Hà Nội,Mã: 5625453,2010.0,Xe đã dùng,"170,000 Km",Nhập khẩu,Van/Minivan,Xăng,Bạc,2 chỗ,5 cửa
Toyota Fortuner 2.7L 4x2 AT - 2022, Xe cũ,1 Tỷ 55 Triệu,Hà Nội,Mã: 5601883,2022.0,Xe đã dùng,"42,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Peugeot 3008 AL - 2021, Xe cũ,799 Triệu,Hà Nội,Mã: 5630954,2021.0,Xe đã dùng,"44,000 Km",Lắp ráp trong nước,Crossover,Xăng,Cam,5 chỗ,5 cửa
Mazda CX8 Premium - 2021, Xe cũ,865 Triệu,Hà Nội,Mã: 5625637,2021.0,Xe đã dùng,"32,000 Km",Lắp ráp trong nước,SUV,Xăng,Xanh,7 chỗ,5 cửa
VinFast Lux SA 2.0 Premium 2.0 AT - 2021, Xe cũ,875 Triệu,Hà Nội,Mã: 5593320,2021.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Kia Soul 2.0 AT - 2014, Xe cũ,465 Triệu,Hà Nội,Mã: 5493360,2014.0,Xe đã dùng,"56,899 Km",Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Porsche 911 Carrera 4S - 2023, Xe cũ,8 Tỷ ,Hà Nội,Mã: 5463877,2023.0,Xe đã dùng,"3,000 Km",Nhập khẩu,Coupe,Xăng,Trắng,4 chỗ,2 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2020, Xe cũ,955 Triệu,Hà Nội,Mã: 5556537,2020.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5 chỗ,4 cửa
Mitsubishi Xpander 1.5 MT - 2019, Xe cũ,445 Triệu,Hà Nội,Mã: 5612108,2019.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022, Xe cũ,1 Tỷ 99 Triệu,Hà Nội,Mã: 5620293,2022.0,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,7 chỗ,5 cửa
Porsche Macan 2.0 - 2021, Xe cũ,2 Tỷ 950 Triệu,Hà Nội,Mã: 5551220,2021.0,Xe đã dùng,"39,000 Km",Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Lexus LX 600 Vip - 2023, Xe cũ,9 Tỷ 900 Triệu,Hà Nội,Mã: 5620931,2023.0,Xe đã dùng,"28,000 Km",Nhập khẩu,SUV,Xăng,Bạc,4 chỗ,5 cửa
Toyota Innova 2.0V - 2016, Xe cũ,480 Triệu,TP HCM,Mã: 5609056,2016.0,Xe đã dùng,"141,000 Km",Lắp ráp trong nước,Crossover,Xăng,Bạc,7 chỗ,5 cửa
Kia Soluto 1.4 MT Deluxe - 2019, Xe cũ,310 Triệu,Hà Nội,Mã: 5625097,2019.0,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Morning LX 1.0 AT - 2008, Xe cũ,169 Triệu,TP HCM,Mã: 5496004,2008.0,Xe đã dùng,"97,000 Km",Nhập khẩu,Hatchback,Xăng,Xanh,5 chỗ,5 cửa
Toyota Camry 2.0G - 2020, Xe cũ,839 Triệu,Hà Nội,Mã: 5625159,2020.0,Xe đã dùng,"22,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Peugeot 3008 AT - 2022, Xe cũ,820 Triệu,Hà Nội,Mã: 5566026,2022.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
BMW 6 Series 640i Gran Coupe - 2016, Xe cũ,1 Tỷ 580 Triệu,Hà Nội,Mã: 5630942,2016.0,Xe đã dùng,"63,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Sorento 2.4 GAT Deluxe - 2019, Xe cũ,580 Triệu,Hà Nội,Mã: 5352415,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Chevrolet Colorado LTZ 2.8L 4x4 AT - 2018, Xe cũ,445 Triệu,Hà Nội,Mã: 5564538,2018.0,Xe đã dùng,"60,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5 chỗ,4 cửa
Toyota Camry 2.5Q - 2014, Xe cũ,550 Triệu,TP HCM,Mã: 5607062,2014.0,Xe đã dùng,"49,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Toyota Vios G 1.5 CVT - 2022, Xe cũ,476 Triệu,TP HCM,Mã: 5625307,2022.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng,Cát,5 chỗ,4 cửa
Volkswagen Scirocco 2.0 AT - 2010, Xe cũ,580 Triệu,TP HCM,Mã: 5537942,2010.0,Xe đã dùng,0 Km,Nhập khẩu,Coupe,Xăng,Xanh,4 chỗ,2 cửa
Porsche Cayenne 3.6 V6 - 2011, Xe cũ,1 Tỷ 50 Triệu,Hà Nội,Mã: 5552292,2011.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Peugeot 3008 AL - 2022, Xe cũ,865 Triệu,Hà Nội,Mã: 5523636,2022.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Honda CRV L - 2023, Xe cũ,1 Tỷ 60 Triệu,TP HCM,Mã: 5628790,2023.0,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Kia Morning MT - 2015, Xe cũ,166 Triệu,Hà Nội,Mã: 5574616,2015.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Hatchback,Xăng,Vàng,5 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2017, Xe cũ,890 Triệu,TP HCM,Mã: 5590800,2017.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Toyota Vios 1.5G - 2020, Xe cũ,448 Triệu,Hà Nội,Mã: 5630921,2020.0,Xe đã dùng,"46,000 Km",Lắp ráp trong nước,Sedan,Xăng,Cát,5 chỗ,4 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2022, Xe cũ,1 Tỷ 199 Triệu,Hà Nội,Mã: 5627977,2022.0,Xe đã dùng,"18,000 Km",Nhập khẩu,SUV,Dầu,Đỏ,7 chỗ,5 cửa
Mazda CX8 Premium AWD - 2022, Xe cũ,1 Tỷ 25 Triệu,Hà Nội,Mã: 5630924,2022.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Xăng,Vàng,6 chỗ,5 cửa
Mazda 3 1.5L Premium - 2019, Xe cũ,593 Triệu,Hà Nội,Mã: 5630952,2019.0,Xe đã dùng,"36,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Porsche Macan S - 2021, Xe cũ,3 Tỷ 950 Triệu,Hà Nội,Mã: 5627825,2021.0,Xe đã dùng,"5,600 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Hyundai i10 Grand 1.0 AT - 2017, Xe cũ,310 Triệu,Hà Nội,Mã: 5553211,2017.0,Xe đã dùng,"68,000 Km",Nhập khẩu,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Mazda CX5 Deluxe 2.0 AT - 2021, Xe cũ,715 Triệu,Hà Nội,Mã: 5519522,2021.0,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2023, Xe cũ,2 Tỷ 699 Triệu,Hà Nội,Mã: 5247704,2023.0,Xe đã dùng,"1,500 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
BMW 7 Series 735i M Sport - 2023, Xe cũ,4 Tỷ 539 Triệu,Hà Nội,Mã: 5625149,2023.0,Xe đã dùng,"19,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Kia Carnival Premium 2.2D - 2022, Xe cũ,1 Tỷ 330 Triệu,Hà Nội,Mã: 5617144,2022.0,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,8 chỗ,5 cửa
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022, Xe cũ,1 Tỷ 99 Triệu,Hà Nội,Mã: 5630927,2022.0,Xe đã dùng,"24,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Honda Civic RS 1.5 AT - 2022, Xe cũ,785 Triệu,Hà Nội,Mã: 5630937,2022.0,Xe đã dùng,"28,000 Km",Nhập khẩu,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Ford Ranger Wildtrak 2.0L 4x4 AT - 2022, Xe cũ,790 Triệu,TP HCM,Mã: 5597802,2022.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Bán tải / Pickup,Dầu,Cam,5 chỗ,4 cửa
Ford Ranger Wildtrak 3.2L 4x4 AT - 2017, Xe cũ,620 Triệu,TP HCM,Mã: 5627250,2017.0,Xe đã dùng,"80,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5 chỗ,4 cửa
VinFast Lux SA 2.0 Plus 2.0 AT - 2019, Xe cũ,680 Triệu,Hà Nội,Mã: 5625520,2019.0,Xe đã dùng,"62,000 Km",Lắp ráp trong nước,SUV,Xăng,Xanh,7 chỗ,5 cửa
Toyota Fortuner 2.5G - 2013, Xe cũ,488 Triệu,TP HCM,Mã: 5630915,2013.0,Xe đã dùng,"189,000 Km",Lắp ráp trong nước,SUV,Dầu,Trắng,7 chỗ,5 cửa
Mazda CX5 Premium 2.0 AT - 2022, Xe cũ,805 Triệu,Hà Nội,Mã: 5597975,2022.0,Xe đã dùng,"22,222 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Mercedes Benz V class V250 AMG - 2022, Xe cũ,2 Tỷ 750 Triệu,Hà Nội,Mã: 5589682,2022.0,Xe đã dùng,"3,600 Km",Nhập khẩu,Van/Minivan,Xăng,Đen,6 chỗ,5 cửa
Hyundai Kona 1.6 Turbo - 2019, Xe cũ,499 Triệu,Hà Nội,Mã: 5598061,2019.0,Xe đã dùng,"77,777 Km",Lắp ráp trong nước,Crossover,Xăng,Xanh,5 chỗ,5 cửa
Lexus LX 570 Super Sport - 2020, Xe cũ,7 Tỷ 550 Triệu,Hà Nội,Mã: 5536458,2020.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
VinFast Fadil Tiêu chuẩn 1.4 AT - 2022, Xe cũ,345 Triệu,Hà Nội,Mã: 5575470,2022.0,Xe đã dùng,"34,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Ford Everest Titanium 2.2L 4x2 AT - 2016, Xe cũ,730 Triệu,Hà Nội,Mã: 5597822,2016.0,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Mazda CX5 2.5 Signature Premium 2WD I-Activ - 2019, Xe cũ,709 Triệu,TP HCM,Mã: 5630892,2019.0,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,SUV,Xăng,Xám,5 chỗ,5 cửa
Toyota Venza 3.5 AWD - 2009, Xe cũ,439 Triệu,Hà Nội,Mã: 5630897,2009.0,Xe đã dùng,10 Km,Nhập khẩu,Crossover,Xăng,Đen,5 chỗ,5 cửa
Hyundai HD - 2013, Xe cũ,365 Triệu,Hà Nội,Mã: 4655426,2013.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Truck,Dầu,Trắng,3 chỗ,2 cửa
Acura MDX SH-AWD - 2007, Xe cũ,317 Triệu,TP HCM,Mã: 5607745,2007.0,Xe đã dùng,68 Km,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Mercedes Benz GLC 200 4Matic - 2022, Xe cũ,1 Tỷ 798 Triệu,TP HCM,Mã: 5625688,2022.0,Xe đã dùng,"4,444 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Lexus LX 600 F-Sport - 2023, Xe cũ,9 Tỷ 250 Triệu,Hà Nội,Mã: 5594387,2023.0,Xe đã dùng,"14,000 Km",Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Toyota Vios 1.5G - 2018, Xe cũ,390 Triệu,Hà Nội,Mã: 5568198,2018.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Hyundai Tucson 1.6 AT Turbo - 2020, Xe cũ,749 Triệu,Hà Nội,Mã: 5630888,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Toyota Camry 2.5Q - 2021, Xe cũ,1 Tỷ 50 Triệu,TP HCM,Mã: 5553635,2021.0,Xe đã dùng,"8,400 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Toyota Hilux 2.4L 4x2 AT - 2021, Xe cũ,645 Triệu,Hà Nội,Mã: 5555716,2021.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Bạc,5 chỗ,4 cửa
Hyundai SantaFe Premium 2.4L HTRAC - 2020, Xe cũ,868 Triệu,Hà Nội,Mã: 5628001,2020.0,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Corolla altis 1.8G AT - 2018, Xe cũ,545 Triệu,Hà Nội,Mã: 5534800,2018.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
VinFast Lux SA 2.0 2.0 AT - 2021, Xe cũ,755 Triệu,Hà Nội,Mã: 5623700,2021.0,Xe đã dùng,"31,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2022, Xe cũ,785 Triệu,Hà Nội,Mã: 5519525,2022.0,Xe đã dùng,"17,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đỏ,5 chỗ,5 cửa
Mazda 2 Luxury - 2020, Xe cũ,435 Triệu,TP HCM,Mã: 5625084,2020.0,Xe đã dùng,"39,000 Km",Nhập khẩu,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Ford Ranger Wildtrak 2.0L 4x4 AT - 2018, Xe cũ,585 Triệu,Hà Nội,Mã: 5500597,2018.0,Xe đã dùng,"80,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5 chỗ,4 cửa
Peugeot 5008 Allure 1.6 AT - 2021, Xe cũ,795 Triệu,TP HCM,Mã: 5630875,2021.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,7 chỗ,5 cửa
VinFast VF e34 AT - 2022, Xe cũ,485 Triệu,Hà Nội,Mã: 5489669,2022.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Crossover,Điện,Xanh,5 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 5.0 - 2016, Xe cũ,4 Tỷ 600 Triệu,Hà Nội,Mã: 5607780,2016.0,Xe đã dùng,"45,000 Km",Nhập khẩu,SUV,Xăng,Trắng,4 chỗ,5 cửa
Toyota Highlander LE 2.7 - 2015, Xe cũ,1 Tỷ 95 Triệu,TP HCM,Mã: 5515532,2015.0,Xe đã dùng,"61,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Toyota Vios G 1.5 CVT - 2022, Xe cũ,525 Triệu,TP HCM,Mã: 5530751,2022.0,Xe đã dùng,"20,500 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mazda 3 1.5L Luxury - 2023, Xe cũ,609 Triệu,Hà Nội,Mã: 5630862,2023.0,Xe đã dùng,"12,899 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Chevrolet Cruze LTZ 1.8L - 2017, Xe cũ,305 Triệu,TP HCM,Mã: 5575400,2017.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Kia K5 GT-Line 2.5 AT - 2022, Xe cũ,825 Triệu,TP HCM,Mã: 5627739,2022.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mitsubishi Outlander 2.0 CVT - 2020, Xe cũ,660 Triệu,Hà Nội,Mã: 5616733,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Porsche Macan 2.0 - 2018, Xe cũ,1 Tỷ 969 Triệu,Hà Nội,Mã: 5618932,2018.0,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Dongfeng - 2015, Xe cũ,350 Triệu,Hà Nội,Mã: 5343519,2015.0,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,Truck,Dầu,Xanh,3 chỗ,0 cửa
Toyota Fortuner 2.7V 4x2 AT - 2017, Xe cũ,775 Triệu,TP HCM,Mã: 5617090,2017.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Hyundai Tucson 2.0 AT - 2019, Xe cũ,660 Triệu,Hà Nội,Mã: 5527659,2019.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Kia Sorento Signature 2.2 AT AWD - 2022, Xe cũ,1 Tỷ 60 Triệu,Hà Nội,Mã: 5630826,2022.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,SUV,Dầu,Trắng,6 chỗ,5 cửa
Toyota Innova V 2.0 AT - 2020, Xe cũ,699 Triệu,Hà Nội,Mã: 5630853,2020.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đồng,7 chỗ,5 cửa
Hyundai SantaFe 2.4L - 2019, Xe cũ,745 Triệu,Hà Nội,Mã: 5630868,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mercedes Benz E class E250 - 2017, Xe cũ,990 Triệu,Hà Nội,Mã: 5592870,2017.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Ford Tourneo Trend 2.0 AT - 2019, Xe cũ,635 Triệu,TP HCM,Mã: 5508286,2019.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Xăng,Trắng,7 chỗ,5 cửa
Toyota Innova 2.0E - 2016, Xe cũ,325 Triệu,Hà Nội,Mã: 4482888,2016.0,Xe đã dùng,"69,379 Km",Lắp ráp trong nước,Crossover,Xăng,Cát,8 chỗ,5 cửa
Ford EcoSport Titanium 1.5 AT - 2020, Xe cũ,479 Triệu,TP HCM,Mã: 5629535,2020.0,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,SUV,Xăng,Bạc,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2018, Xe cũ,995 Triệu,Hà Nội,Mã: 5606099,2018.0,Xe đã dùng,"74,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Kia Carnival Signature 2.2D - 2023, Xe cũ,1 Tỷ 449 Triệu,Hà Nội,Mã: 5630806,2023.0,Xe đã dùng,"9,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu,Đen,7 chỗ,5 cửa
Mercedes Benz C class C180 AMG - 2021, Xe cũ,1 Tỷ 18 Triệu,TP HCM,Mã: 5601439,2021.0,Xe đã dùng,"43,600 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
BMW 7 Series 730Li M Sport - 2022, Xe cũ,3 Tỷ 390 Triệu,Hà Nội,Mã: 5592920,2022.0,Xe đã dùng,"16,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Carnival Signature 2.2D - 2022, Xe cũ,1 Tỷ 299 Triệu,Hà Nội,Mã: 5590999,2022.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,7 chỗ,5 cửa
VinFast Lux A 2.0 Tiêu chuẩn - 2022, Xe cũ,630 Triệu,Hà Nội,Mã: 5555789,2022.0,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Ford Ranger XLS 2.0L 4x2 AT - 2023, Xe cũ,650 Triệu,Hà Nội,Mã: 5617156,2023.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đen,5 chỗ,4 cửa
Hyundai Grand Starex Van 2.5 MT - 2010, Xe cũ,365 Triệu,Hà Nội,Mã: 5571498,2010.0,Xe đã dùng,0 Km,Nhập khẩu,Van/Minivan,Dầu,Đen,5 chỗ,5 cửa
Kia K3 Premium 2.0 AT - 2022, Xe cũ,616 Triệu,Hà Nội,Mã: 5629547,2022.0,Xe đã dùng,"5,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Hyundai SantaFe Premium 2.2L HTRAC - 2020, Xe cũ,901 Triệu,Hà Nội,Mã: 5417158,2020.0,Xe đã dùng,"42,000 Km",Lắp ráp trong nước,SUV,Dầu,Trắng,7 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 3.0 I6 - 2020, Xe cũ,7 Tỷ 699 Triệu,Hà Nội,Mã: 5341573,2020.0,Xe đã dùng,"25,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz E class E300 AMG - 2017, Xe cũ,1 Tỷ 235 Triệu,Hà Nội,Mã: 5519540,2017.0,Xe đã dùng,"89,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Toyota Prado TXL 2.7L - 2014, Xe cũ,1 Tỷ 70 Triệu,Hà Nội,Mã: 5502076,2014.0,Xe đã dùng,"110,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2023, Xe cũ,2 Tỷ 759 Triệu,Hà Nội,Mã: 5599851,2023.0,Xe đã dùng,"2,500 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Kia Carnival Signature 2.2D - 2022, Xe cũ,1 Tỷ 320 Triệu,TP HCM,Mã: 5481511,2022.0,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu,Xanh,7 chỗ,5 cửa
Kia Sedona 2.2 DAT Luxury - 2021, Xe cũ,965 Triệu,TP HCM,Mã: 5368176,2021.0,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu,Xám,7 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2021, Xe cũ,979 Triệu,Hà Nội,Mã: 5595990,2021.0,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Toyota Camry 2.5Q - 2021, Xe cũ,1 Tỷ 34 Triệu,Hà Nội,Mã: 5615192,2021.0,Xe đã dùng,"24,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Ford Ranger XLS 2.2L 4x2 AT - 2017, Xe cũ,465 Triệu,Hà Nội,Mã: 5630810,2017.0,Xe đã dùng,0 Km,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5 chỗ,4 cửa
Hyundai Accent 1.4 AT - 2020, Xe cũ,415 Triệu,Hà Nội,Mã: 5571600,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mitsubishi Outlander 2.0 CVT Premium - 2018, Xe cũ,600 Triệu,TP HCM,Mã: 5548946,2018.0,Xe đã dùng,"55,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Toyota Hilux 2.4L 4x2 AT - 2021, Xe cũ,658 Triệu,Hà Nội,Mã: 5625916,2021.0,Xe đã dùng,"40,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5 chỗ,4 cửa
Lexus RX 450h - 2021, Xe cũ,3 Tỷ 980 Triệu,Hà Nội,Mã: 5532462,2021.0,Xe đã dùng,"19,000 Km",Nhập khẩu,SUV,Hybrid,Xanh,5 chỗ,5 cửa
LandRover Range Rover Autobiography 5.0 - 2014, Xe cũ,2 Tỷ 980 Triệu,Hà Nội,Mã: 5597642,2014.0,Xe đã dùng,"84,800 Km",Nhập khẩu,SUV,Xăng,Đen,4 chỗ,5 cửa
Toyota Camry 2.5Q - 2020, Xe cũ,950 Triệu,TP HCM,Mã: 5623699,2020.0,Xe đã dùng,"33,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Lexus LM 350 - 2023, Xe cũ,6 Tỷ 880 Triệu,Hà Nội,Mã: 5599836,2023.0,Xe đã dùng,"10,000 Km",Nhập khẩu,Van/Minivan,Xăng,Đen,7 chỗ,5 cửa
Mitsubishi Xpander 1.5 AT - 2019, Xe cũ,485 Triệu,TP HCM,Mã: 5619817,2019.0,Xe đã dùng,"78,000 Km",Nhập khẩu,SUV,Xăng,Bạc,7 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2016, Xe cũ,790 Triệu,Hà Nội,Mã: 5603831,2016.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Toyota Camry 2.5Q - 2019, Xe cũ,925 Triệu,Hà Nội,Mã: 5610699,2019.0,Xe đã dùng,"100,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mazda CX5 Premium 2.0 AT - 2022, Xe cũ,835 Triệu,Hà Nội,Mã: 5544337,2022.0,Xe đã dùng,"12,568 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Mercedes Benz S class S400L - 2014, Xe cũ,1 Tỷ 186 Triệu,Hà Nội,Mã: 5629531,2014.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Ford Ranger Wildtrak 2.0L 4x4 AT - 2021, Xe cũ,699 Triệu,TP HCM,Mã: 5481938,2021.0,Xe đã dùng,"51,000 Km",Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5 chỗ,4 cửa
